text,id,label,labelvalue
"""National Geographic channel has paid $ 1 million for this daring video. 👌"" 
via $MENTION$… $URL$",934715071757819904,false,1
"""$MENTION$: ""National Geographic channel has paid $ 1 million for this daring video. 👌"" 
via $MENTION$ $URL$",934828842505723904,false,1
National Geographic channel has paid   $ 1 million for this daring video. $URL$,941305217454403584,false,1
National Geographic channel has reportedly paid $ 1 million for this daring video. $URL$,944339600998326274,false,1
WTF?  Anyone seen this? HARVEY FLOODING UNCOVERS SECRET STASH OF AMMO HIDDEN BY OBAMA ADMINISTRATION  $URL$,905600465160810497,false,1
Joel Osteen Sails Luxury Yacht Through Flooded Houston To Pass Out Copies Of ‘Your Best Life Now’ $URL$ via $MENTION$,904727149747326977,false,1
Mike Pence Disappointed God Has Never Asked Him To Kill One Of Own Children $URL$ $URL$,830469481621241857,false,1
Mike Pence Disappointed God Has Never Asked Him To Kill One Of Own Children $URL$ #OurAnnualYear $URL$,945845194699759616,false,1
Report: Red Cross Was Stealing from Church Doorsteps to Redistribute or Sell Items for Profit? (VIDEO) $URL$,907697675184885760,false,1
"Unreal
RT$MENTION$_17
Believe it or not, this is a shark on the freeway in #Houston, #Texas #HurricaneHarvy… $URL$",902134516575346688,false,1
"WTF RT $MENTION$: Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy $URL$",902224586967621633,false,1
"Breaking! There Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy  retweet to sp… $URL$",902542822540173314,false,1
"just to start your day.
$MENTION$
Believe it or not, this is a shark on the freeway in Houston, Texas. #HurricaneHarvy $URL$",902595384635043840,false,1
BREAKING: Texas Mosque Refuses To Help Refugees: ‘Allah Forbids Helping Infidels’ – IMAM - ASQUAT TURDS $URL$,904725019372253184,false,1
"But, but, but...looters?
Virgin Islands Allows National Guard To Seize Guns, Ammo Ahead Of Hurricane Irma $URL$",905541650541420546,true,0
"Virgin Islands Allows National Guard To Seize Guns, Ammo Ahead Of Hurricane Irma - The Daily Caller $URL$",905590451876634624,true,0
"ICYMI - Virgin Islands Allows National Guard To Seize Guns, Ammo Ahead Of Hurricane Irma $URL$",905682058621616128,true,0
"Virgin Islands Allows National Guard To Seize Guns, Ammo Ahead Of Hurricane Irma.
$URL$",906170027937849345,true,0
$MENTION$ Know what else is heartbreaking? The House Republican tax bill would eliminate the deduction for pe… $URL$,939234401681944576,true,0
"From $MENTION$:

""The House Republican tax bill would eliminate the deduction for personal losses from wildfi… $URL$",951976286301204480,true,0
Debunk This: A friend of mine claims Red Dye causes ADHD and that it makes her hyper.,1d7lzf,unverified,2
Debunk this: 32 companies dodged $72 billion in 2012,1uniwn,unverified,2
Cellphone radiation is real. Here are five ways to protect yourself.,1x8zke,false,1
Supposed photos of mutated daisies near Fukushima - Isn't this just fasciation?,3e7pye,false,1
"Did John Mccain start the fire,and did he give out military secrets when he was held in captivity?",3xqilx,false,1
Debunk this: Six Corporations Control 90% Of The Media In America,4eo2zi,true,0
debunk this : ancient ruins found in antarctica,4ycnf5,unverified,2
is it true google still hasn't profited from youtube after 10 years? and if so why do they even still own youtube why run a website that doesn't even make you money also how could they not profit when they sell ads etc?,53czp3,true,0
Did John McCain Cause the U.S.S. Forrestal Fire in 1967 that killed 134 sailors and injured 161 others?,5tk0zx,false,1
"Debunk This: Fox News is classified as ""entertainment"" and not a news source to avoid regulations regarding factual reporting.",5vvv51,false,1
"Is it true most americans don't own a kettle? If so, why not?",5yp0yt,true,0
"Is it true that in the theta state of meditation, what you yearn/wish for comes true in general?",6jk9iq,false,1
Is there any statement inarguably true? What is the statement and why is it true?,6m1mwg,true,0
Trump's Travel Expenses are well behind Obama's pace.,7g16as,false,1
"[Owen Jones - Twitter] Can it really be true as $MENTION$ told me earlier, that Theresa May has asked for a meeting today with Arlene Foster only to be told Mrs. Foster is busy? Who is running this Government?",7hrc7n,false,1
"Liverpool students campaign to remove Gladstone's name. If this is true, this really is liberalism eating itself. If Gladstone isn't safe, then we should simply pull down every statue just in case. This is the 'snobbery of chronology' - Tim Farron",7imq99,true,0
To everyone outside of U.S. Is it true that it's considered polite in your respective countries to exit your vehicle and approach an officer with your license when pulled over?,879j1c,unverified,2
Is it true that your battery life will improve if you let it charge to 100% before you use it when you first get it?,8e86kt,unverified,2
What computing device kids using nowadays. Is it true that kids no longer use a computer??,8lkwd7,unverified,2
Debunk This: Medical school in France may cost the equivalent of only $450 year,8lwt83,true,0
People who can't smell. Is it true that there is no difference between taste of strawberries and say grapes?,8m9y0o,true,0
Great Pyramid of Giza can focus electromagnetic energy through its hidden chambers,938o5h,true,0
Is it true that the federal government requires immigrants to register with either the Democratic or Republican party?,ayn70,false,1
Is it true Romney has Caymen bank accounts?,wfajw,true,0
"I've been searching, and can't find a single credible source. So I have to know, did Obama actually admit that his birth certificate was fake?",xn2bn,false,1
